Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28,Column 29,Column 30
1210,PS 34K,PS 34K,,"131 Norman Avenue, Brooklyn, NY 11222",Brooklyn,NY,11222,"131 Norman Avenue, Brooklyn, NY 11222",40.7264,-73.9498,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1211,PS 35Q,PS 35Q,,"191-02 90th Avenue, Queens, NY 11423",Hollis,NY,11423,"191-02 90th Avenue, Queens, NY 11423",40.7132,-73.7689,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1212,PS 369 Annex,PS 369 Annex,,"35 Snyder Avenue, Brooklyn , NY 11226",Brooklyn,NY,11226,"35 Snyder Avenue, Brooklyn , NY 11226",40.6489,-73.957,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1213,PS 36Q,PS 36Q,,"187-01 Foch Blvd., Queens, NY 11412",Saint Albans,NY,11412,"187-01 Foch Blvd., Queens, NY 11412 Saint Albans, NY 11412",40.6916,-73.764,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1214,PS 36R,PS 36R,,"255 Ionia Avenue, Staten Island, NY 10312",Staten Island,NY,10312,"255 Ionia Avenue, Staten Island, NY 10312 Staten Island, NY 10312",40.543,-74.1831,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1215,PS 36X,PS 36X,,"1070 Castle Hill Ave., Bronx, NY 10472",Bronx,NY,10472,"1070 Castle Hill Ave., Bronx, NY 10472",40.8295,-73.8495,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1216,PS 375K,PS 375K,,"46 McKeever Pl., Brooklyn, NY 11225",Brooklyn,NY,11225,"46 McKeever Pl., Brooklyn, NY 11225",40.6657,-73.9592,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1217,PS 376K,PS 376K,,"194 Harmon Street, Brooklyn, NY 11237",Brooklyn,NY,11237,"194 Harmon Street, Brooklyn, NY 11237",40.6984,-73.9199,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1218,PS 37R,PS 37R,,"15 Fairfield Street,Staten Island, NY10308",Staten Island,NY,10308,"15 Fairfield Street,Staten Island, NY10308 Staten Island, NY 10308",40.5644,-74.151,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1219,PS 384K,PS 384K,,"242 Cooper Street, Brooklyn, NY 11207",Brooklyn,NY,11207,"242 Cooper Street, Brooklyn, NY 11207",40.6903,-73.9042,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
122,Anthony C. Beilenson Park,Lake Balboa Park,,6300 Balboa Boulevard,Van Nuys,CA,91406,"6300 Balboa Boulevard Van Nuys, CA 91406",,,,,City of Los Angeles,Municipal,"Opened 2008. Anthony C. Beilenson Park is an 80 acre water recreation facility within the Sepulveda Flood Control basin. The centerpiece of the park, Lake Balboa, is a 27 acre lake.  An 19,600-square-foot accessible ShaneÕs Inspiration playground provides an inclusive atmosphere for all children and families. Included in the design is a lighthouse-themed Landscape Structures PlayBooster¨ playstructure, as well as other themed components throughout. A Sway Fun¨ glider, swings, climbers and slides offer lots of sensory experiences. The playground consultant on this project was RecWest Outdoor Products. Read a review",,,Robert,Shanes/Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1220,PS 398K,PS 398K,,"60 East 94th Street, Brooklyn, NY 11212",Brooklyn,NY,11212,"60 East 94th Street, Brooklyn, NY 11212",40.6633,-73.9272,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1221,PS 399K,PS 399K,,"2707 Albermarle Road, Brooklyn, NY 11226",Brooklyn,NY,11226,"2707 Albermarle Road, Brooklyn, NY 11226",40.6483,-73.9514,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1222,PS 3R,PS 3R,,"80 South Goff Avenue, Staten Island, NY 10309",Staten Island,NY,10309,"80 South Goff Avenue, Staten Island, NY 10309 Staten Island, NY 10309",40.5209,-74.2117,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1223,PS 3X,PS 3X,,"2100 La Fontaine Avenue, Bronx, NY 10457",Bronx,NY,10457,"2100 La Fontaine Avenue, Bronx, NY 10457",40.8505,-73.8916,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1224,PS 41R,PS 41R,,"216 Clawson Street, Staten Island, NY",Staten Island,NY,10306,"216 Clawson Street, Staten Island, NY",40.5737,-74.1085,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1225,PS 44R,PS 44R,,"80 Maple Parkway, Staten Island, NY 10303",Staten Island,NY,10303,"80 Maple Parkway, Staten Island, NY 10303",40.6318,-74.1576,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1226,PS 45Q,PS 45Q,,"126-28 150th Street, Queens, NY 11436",Jamaica,NY,11436,"126-28 150th Street, Queens, NY 11436",40.6717,-73.789,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1227,PS 45R,PS 45R,,"58 Lawrence Avenue, Staten Island, NY 10310",,NY,,"58 Lawrence Avenue, Staten Island, NY 10310",,,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1228,PS 47X,PS 47X,,"1794 E. 172nd Street, Bronx, NY 10472",Bronx,NY,10472,"1794 E. 172nd Street, Bronx, NY 10472",40.8324,-73.8669,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1229,PS 48K,PS 48K,,"6015 18 Avenue, Brooklyn, NY 11204",Brooklyn,NY,11204,"6015 18 Avenue, Brooklyn, NY 11204",40.6215,-73.9869,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
123,Everychild Foundation Universally Accessible Playg,Los Angeles Orthopaedic Hospital,,2400 South Flower Street,Los Angeles,CA,90007,"2400 South Flower Street Los Angeles, CA 90007",,,,,City of Los Angeles,Municipal,"The park features colorful slides, tubes, bridges, adapted swings, interactive puzzles, a quiet area, a dragon mister and lush landscaping for children ages two to 12. There is a Sway Fun.  The park is open everyday from 9am to 5pm.  Parking entrance is located on 23rd St., between Flower St. and Grand Ave. Pedestrian entrance on Adams Blvd. This is a ShaneÕs Inspiration Playground done in collaboration with RecWest Outdoor Products.","The park features colorful slides, tubes, bridges, adapted swings, interactive puzzles, a quiet area, a dragon mister, a Sway Fun  and lush landscaping for children ages two to 12.",,Sophia,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1230,PS 48M,PS 48M,,"4360 Broadway, NYC, NY 10033",New York,NY,10033,"4360 Broadway, NYC, NY 10033",40.8531,-73.9339,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1231,PS 4R,PS 4R,,"200 Nedra Place, Staten Island, NY",Staten Island,NY,10312,"200 Nedra Place, Staten Island, NY",40.5522,-74.1949,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1232,PS 50Q,PS 50Q,,"143-26 101st Avenue, Queens, NY 11435",Jamaica,NY,11435,"143-26 101st Avenue, Queens, NY 11435",40.6954,-73.8062,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1233,PS 51Q,PS 51Q,,"87-45 117 Street, Queens, NY 11418",Richmond Hill,NY,11418,"87-45 117 Street, Queens, NY 11418",40.6981,-73.8315,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1234,PS 52Q,PS 52Q,,"178-37 146 Terrace, Queens, NY 11434",Jamaica,NY,11434,"178-37 146 Terrace, Queens, NY 11434",40.6617,-73.7665,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1235,PS 54R,PS 54R,,"1060 Willowbrook Road, Staten Island, NY 10314",Staten Island,NY,10314,"1060 Willowbrook Road, Staten Island, NY 10314",40.6027,-74.1375,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1236,PS 56R,PS 56R,,"250 Kramer Avenue, Staten Island, NY 10309",Staten Island,NY,10309,"250 Kramer Avenue, Staten Island, NY 10309",40.5418,-74.2139,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1237,PS 57R,PS 57R,,"140 Palma Drive, Staten Island, NY 10304",Staten Island,NY,10304,"140 Palma Drive, Staten Island, NY 10304",40.611,-74.0832,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1238,PS 58Q,PS 58Q,,"72-50 Grand Ave, Queens, NY 11378",Maspeth,NY,11378,"72-50 Grand Ave, Queens, NY 11378",40.729,-73.8898,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1239,PS 58R,PS 58R,,"77 Marsh Avenue, Staten Island, NY 10314",Staten Island,NY,10314,"77 Marsh Avenue, Staten Island, NY 10314",40.5829,-74.1605,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
124,Kirk and Anne Douglas Playground,Gilbert W. Lindsay Community Center,,425 East 42nd Place,Los Angeles,CA,90011,"425 East 42nd Place Los Angeles, CA 90011",,,,,,,This is a Boundless Playground.,,,Sophia,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1240,PS 5M,PS 5M,,"3703 10th Avenue, NYC, NY 10034",New York,NY,10040,"3703 10th Avenue, NYC, NY 10034",40.8592,-73.9225,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1241,PS 60Q,PS 60Q,,"91-02 88th Avenue, Queens, NY 11421",Woodhaven,NY,11421,"91-02 88th Avenue, Queens, NY 11421",40.6911,-73.8525,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1242,PS 60R,PS 60R,,"55 Merrill Avenue, Staten Island, NY 10314",Staten Island,NY,10314,"55 Merrill Avenue, Staten Island, NY 10314",40.6106,-74.1631,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1243,PS 62Q,PS 62Q,,"97-25 108 Street, Queens, NY 11419",South Richmond Hill,NY,11419,"97-25 108 Street, Queens, NY 11419",40.6883,-73.8355,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1244,PS 64X,PS 64X,,"1425 Walton Ave., Bronx, NY 10452",Bronx,NY,10452,"1425 Walton Ave., Bronx, NY 10452",40.8405,-73.9161,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1245,PS 66Q,PS 66Q,,"85-11 102 Street, Queens, NY 11418",Richmond Hill,NY,11418,"85-11 102 Street, Queens, NY 11418",40.6981,-73.8463,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1246,PS 66X,PS 66X,,"1001 Jennings Street, Bronx, NY 10460",Bronx,NY,10460,"1001 Jennings Street, Bronx, NY 10460",40.8318,-73.8864,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1247,PS 68X,PS 68X,,"4011 Monticello Ave, Bronx, NY 10466",Bronx,NY,10466,"4011 Monticello Ave, Bronx, NY 10466",40.8918,-73.839,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1248,PS 69K,PS 69K,,"63-02 9th Avenue, Brooklyn, NY 11219",Brooklyn,NY,11220,"63-02 9th Avenue, Brooklyn, NY 11219",40.6323,-74.01,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1249,PS 69Q,PS 69Q,,"77-02 37 Avenue, Queens, NY",Jackson Heights,NY,11372,"77-02 37 Avenue, Queens, NY",40.7486,-73.8884,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
125,CVS Playground,Rosecrans Recreation Center,,840 West 49th Street,Gardena,CA,90247,"840 West 49th Street Gardena, CA 90247",,,,,City of Los Angeles,Municipal,This is a Boundless Playground.,,,Sophia,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1250,PS 69R,PS 69R,,"144 Keating Place, Staten Island NY 10314",Staten Island,NY,10314,"144 Keating Place, Staten Island NY 10314",40.591,-74.1577,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1251,PS 6K,PS 6K,,"43 Snyder Ave, Brooklyn, NY 11226",Brooklyn,NY,11226,"43 Snyder Ave, Brooklyn, NY 11226",40.6489,-73.9566,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1252,PS 6R,PS 6R,,"555 Page Ave., Staten Island, NY 10307",Staten Island,NY,10309,"555 Page Ave., Staten Island, NY 10307",40.5104,-74.23,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1253,PS 721Q,PS 721Q,,"57-12 94 Street , Queens, NY 11373",Elmhurst,NY,11373,"57-12 94 Street , Queens, NY 11373",40.7356,-73.8675,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1254,PS 76M,PS 76M,,220 West 121 Street,New York,NY,10027,220 West 121 Street,40.8063,-73.9514,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1255,PS 76X,PS 76X,,"900 Adee Ave., Bronx, NY 10469",Bronx,NY,10469,"900 Adee Ave., Bronx, NY 10469",40.8689,-73.861,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1256,PS 78X,PS 78X,,"1400 Needham Ave., Bronx, NY 10469",Bronx,NY,10469,"1400 Needham Ave., Bronx, NY 10469",40.8784,-73.8505,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1257,PS 79Q,PS 79Q,,"147-27 15th Drive, Queens, NY 11357",Whitestone,NY,11357,"147-27 15th Drive, Queens, NY 11357",40.7863,-73.8169,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1258,PS 7X,PS 7X,,"3201 Kingsbridge Avenue, Bronx, NY 10463",Bronx,NY,10463,"3201 Kingsbridge Avenue, Bronx, NY 10463",40.8816,-73.9054,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1259,PS 87X,PS 87X,,"1935 Bussing Ave., Bronx, NY 10466",Bronx,NY,10466,"1935 Bussing Ave., Bronx, NY 10466",40.8958,-73.8462,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
126,,Westchester Recreation Center,,7000 West Manchester Avenue,Los Angeles,CA,90045,"7000 West Manchester Avenue Los Angeles, CA 90045",,,,,City of Los Angeles,Municipal,,,,Robert,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1260,PS 89Q,PS 89Q,,"85-28 Britton Avenue, Queens, NY 11373",Elmhurst,NY,11373,"85-28 Britton Avenue, Queens, NY 11373",40.7461,-73.8799,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1261,PS 90Q,PS 90Q,,"86-50 109 Street, Queens, NY 11418",Elmhurst,NY,11373,"86-50 109 Street, Queens, NY 11418",40.7461,-73.8799,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1262,PS 91Q,PS 91Q,,"68-10 Central Avenue, Queens, NY 11385",Ridgewood,NY,11385,"68-10 Central Avenue, Queens, NY 11385",40.7035,-73.8838,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1263,PS 91X,PS 91X,,"2200 Aqueduct Ave., Bronx, NY 10453",Bronx,NY,10453,"2200 Aqueduct Ave., Bronx, NY 10453",40.8574,-73.9072,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1264,PS 93K,PS 93K,,"31 New York Avenue, Brooklyn, NY 11216",Brooklyn,NY,11216,"31 New York Avenue, Brooklyn, NY 11216",40.6793,-73.9463,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1265,PS 93X,PS 93X,,"1535 Story Avenue, Bronx, NY",Bronx,NY,10473,"1535 Story Avenue, Bronx, NY Bronx, NY 10473",40.823,-73.8775,,,City of New York - Public Schools,Municipal/Local Government,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,http://www.nycgovparks.org/facilities/playgrounds/,Stiles,City Data Portal,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
